make,model,variant,action,field,new_value,source,source_last_updated,notes
Maruti Suzuki,Dzire,ZXi CNG,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,ZXi+ AMT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Eeco,5 Seater Standard,UPDATE_FIELD,ground_clearance_mm,160,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Eeco,6 Seater Standard,UPDATE_FIELD,ground_clearance_mm,160,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Eeco,5 Seater AC,UPDATE_FIELD,ground_clearance_mm,160,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Eeco,5 Seater AC CNG,UPDATE_FIELD,ground_clearance_mm,160,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Sigma MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Delta MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Delta AGS,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Zeta MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Delta CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Zeta AGS,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Alpha MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Zeta CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Baleno,Alpha AGS,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Era MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Magna MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Corporate MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Magna AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Sportz MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Sportz (O) MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Corporate AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Magna Hy-CNG Duo,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Sportz AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Asta MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Sportz (O) AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Sportz Hy-CNG Duo,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Grand i10 Nios,Asta AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,E MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,Corporate MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,S MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,SX MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,S CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,Corporate CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,SX(O) MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,SX+ AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Aura,SX CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX2 1.5 MPi MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX4 1.5 MPi MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX6 1.5 MPi MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX6+ 1.5 MPi MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX6 1.5 MPi IVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX8 1.5 MPi MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX6+ 1.5 MPi IVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX8 1.5 MPi IVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX8 1.5 Turbo MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX10 1.5 MPi IVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX8 1.5 Turbo DCT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Verna,HX10 1.5 Turbo DCT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,Amaze,V MT,UPDATE_FIELD,ground_clearance_mm,172,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,Amaze,VX MT,UPDATE_FIELD,ground_clearance_mm,172,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,Amaze,V CVT,UPDATE_FIELD,ground_clearance_mm,172,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,Amaze,VX CVT,UPDATE_FIELD,ground_clearance_mm,172,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,Amaze,ZX MT,UPDATE_FIELD,ground_clearance_mm,172,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,Amaze,ZX CVT,UPDATE_FIELD,ground_clearance_mm,172,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,SV MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,V MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,V CVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,ZX MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,ZX CVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,ZX+ MT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,ZX+ CVT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Honda,City,ZX+ e:HEV,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,GX 7 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,GX 8 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,GX+ 7 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,GX+ 8 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,VX 7 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,VX 8 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Innova Crysta,ZX 7 Seater,UPDATE_FIELD,ground_clearance_mm,178,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Fortuner 2.7 Petrol 4x2 AT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Fortuner 2.8 Diesel 4x2 MT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Fortuner 2.8 Diesel 4x2 AT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Fortuner 2.8 Diesel 4x4 MT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Legender 2.8 Diesel 4x2 AT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Legender 2.8 Diesel 4x4 MT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Fortuner Neo Drive 48V 4x4 AT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,Legender Neo Drive 48V 4x4 AT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Toyota,Fortuner,GR-S 2.8 Diesel 4x4 AT,UPDATE_FIELD,ground_clearance_mm,225,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Smart,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Smart CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure S,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure S AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure Diesel,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative S,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure S CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure AMT CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative S AMT,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Pure S AMT CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Accomplished S,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative S CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative S Diesel,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative S DCA,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative AMT CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Creative S AMT CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Accomplished S CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Accomplished S Diesel,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Accomplished S DCA,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Accomplished+ S DCA,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Altroz,Accomplished S AMT CNG,UPDATE_FIELD,ground_clearance_mm,165,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Smart,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Smart CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ A,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Creative,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure CNG AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ A AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Creative+,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ A CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Creative AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ CNG AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Creative+ AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Creative CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Pure+ A CNG AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tiago,Creative CNG AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XM,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XTA AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZ,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XT CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZA AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZ+,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZ CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZ+ Lux,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZA+ AMT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZA AMT CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZ+ CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZ+ Lux CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Tigor,XZA+ AMT CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Bolero,B4 Diesel,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Bolero,B6 Diesel,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Bolero,B6 Opt Diesel,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Bolero,B8 Diesel,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Scorpio-N / Scorpio Classic,Classic S Diesel,UPDATE_FIELD,ground_clearance_mm,209,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Scorpio-N / Scorpio Classic,Classic S11 Diesel,UPDATE_FIELD,ground_clearance_mm,209,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Scorpio-N / Scorpio Classic,Scorpio-N Z2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,187,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Mahindra,Scorpio-N / Scorpio Classic,Scorpio-N Z2 Diesel MT,UPDATE_FIELD,ground_clearance_mm,187,verified_user_ground_clearance,2026-06-24,explicit_verified_override
